Tahun;Kode_BLU;Nama_BLU;Pendapatan_akhir;Pendapatan_tengah;Subrumpun;Wilayah;Inflasi_maret;PDRB;Pertumbuhan_ekonomi;Kebijakan_fiskal;BI_Rate;Suku_Bunga;Tingkat_Kemiskinan;Tingkat_Pengangguran
2021;258462;RUMAH SAKIT UMUM PUSAT DR. TADJUDIN CHALID MAKASSAR;81742670933;23547647421;RS Kemenkes;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;287494;POLITEKNIK ILMU PELAYARAN MAKASSAR;1.4141E+11;57136479023;Vokasi;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;288127;POLITEKNIK PENERBANGAN INDONESIA CURUG;53747959729;22805080156;Vokasi;Banten;0.64;1.64E+14;4.49;3;14269;3.5;6.66;9.01
2021;288393;BANDAR UDARA JALALUDIN DI GORONTALO;13115295826;2236818678;Bandara;Gorontalo;1.44;1.09E+13;3.43;3;14269;3.5;15.41;3.41
2021;307314;UIN ALAUDDIN MAKASSAR;1.19501E+11;51989024287;PTKIN;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;344576;RUMKITAL DR RAMELAN;5.34055E+11;1.35529E+11;RS TNI;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;344807;RSAU DR. ESNAWAN ANTARIKSA;2.05511E+11;40955999772;RS TNI;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;344808;RSAU DR. MOH. SALAMUN;1.41423E+11;36711013519;RS TNI;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;344809;RSPAU DR. S. HARDJOLUKITO;1.60157E+11;53389854645;RS TNI;Di Yogyakarta;0.2;1.49E+14;5.53;3;14269;3.5;12.8;4.28
2021;411956;BALAI BESAR INSEMINASI BUATAN  SINGOSARI;30440472999;14179429598;Balai Besar;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;412596;PUSAT PENELITIAN DAN PENGEMBANGAN TEKNOLOGI MINERAL DAN BATUBARA;26689936483;9966551648;Balai Besar;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;412600;PUSAT PENELITIAN DAN PENGEMBANGAN TEKNOLOGI MINYAK DAN GAS BUMI LEMIGAS JAKARTA;2.0623E+11;69325809261;Balai Besar;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;412616;PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA MINYAK DAN GAS BUMI;1.27424E+11;48116889741;Vokasi;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;413962;BANDAR UDARA KALIMARAU DI TANJUNG REDEB;10884039251;5350410126;Bandara;Kalimantan Timur;0.2;1.71E+14;5.62;3;14269;3.5;6.54;6.81
2021;414298;POLITEKNIK KESELAMATAN TRANSPORTASI JALAN;18264550947;3042168829;Vokasi;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;414302;SEKOLAH TINGGI ILMU PELAYARAN;1.5932E+11;35027459577;Vokasi;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;414324;BALAI BESAR PENDIDIKAN PENYEGARAN DAN PENINGKATAN ILMU PELAYARAN (BP3IP);69887798663;12613675051;Vokasi;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;414330;POLITEKNIK ILMU PELAYARAN SEMARANG;1.06338E+11;43952409183;Vokasi;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;414349;Balai Pendidikan dan Pelatihan Transportasi Laut (BP2TL) Jakarta;22925248183;6254569173;Vokasi;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;414355;POLITEKNIK TRANSPORTASI DARAT INDONESIA - STTD;38317463133;5380050711;Vokasi;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;414361;POLITEKNIK PELAYARAN BAROMBONG;1.06002E+11;34873057855;Vokasi;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;415381;BALAI BESAR KESEHATAN PARU MASYARAKAT BANDUNG;12680816847;4992253224;Balai Kesehatan;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;415397;RUMAH SAKIT UMUM PUSAT SURAKARTA;64845163781;15533881007;RS Kemenkes;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;415401;BALAI BESAR KESEHATAN PARU MASYARAKAT SULAWESI SELATAN;7566011893;2287872319;Balai Kesehatan;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;415423;RUMAH SAKIT UMUM DR CIPTO MANGUN KUSUMO JAKARTA;1.74223E+12;6.4672E+11;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;415432;RUMAH SAKIT FATMAWATI JAKARTA;8.12591E+11;2.60547E+11;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;415448;RUMAH SAKIT UMUM PERSAHABATAN;5.59759E+11;1.79815E+11;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;415454;RUMAH SAKIT JIWA DR. SOEHARTO HEERDJAN JAKARTA;68663537092;22569235624;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;415460;BALAI BESAR LABORATORIUM KESEHATAN JAKARTA;22049377512;8388622525;Balai Kesehatan;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;415479;RUMAH SAKIT UMUM DR HASAN SADIKIN BANDUNG;8.61632E+11;3.16567E+11;RS Kemenkes;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;415485;RUMAH SAKIT PARU DR. H.A. ROTINSULU BANDUNG;1.08376E+11;24079638428;RS Kemenkes;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;415491;RUMAH SAKIT MATA CICENDO BANDUNG;1.62681E+11;79933764356;RS Kemenkes;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;415505;RUMAH SAKIT DR. MARZUKI MAHDI BOGOR;1.43273E+11;41253834096;RS Kemenkes;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;415511;RUMAH SAKIT PARU DR.M.GOENAWAN PARTOWIDIGDO CISARUA;1.19627E+11;33521738277;RS Kemenkes;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;415520;RUMAH SAKIT UMUM PUSAT DR. SITANALA TANGERANG;1.02455E+11;0;RS Kemenkes;Banten;0.64;1.64E+14;4.49;3;14269;3.5;6.66;9.01
2021;415536;RSU DR KARIADI SEMARANG;1.38677E+12;5.88708E+11;RS Kemenkes;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;415542;RS JIWA PROF. DR. SOEROYO MAGELANG;2.00575E+11;65175903854;RS Kemenkes;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;415551;RS PARU DR. ARIO WIRAWAN SALATIGA;1.12659E+11;28062707414;RS Kemenkes;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;415567;RS ORTHOPAEDI PROF. DR.R. SOEHARSO SURAKARTA;1.90624E+11;79262208888;RS Kemenkes;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;415573;RSU PUSAT DR. SOERADJI TIRTONEGORO;3.63555E+11;1.20469E+11;RS Kemenkes;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;415582;RUMAH SAKIT UMUM DR SARDJITO YOGYAKARTA;1.09517E+12;3.78207E+11;RS Kemenkes;Di Yogyakarta;0.2;1.49E+14;5.53;3;14269;3.5;12.8;4.28
2021;415598;RUMAH SAKIT JIWA DR. RADJIMAN WEDIODININGRAT LAWANG;85083323655;25861807619;RS Kemenkes;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;415602;BALAI BESAR LABORATORIUM KESEHATAN SURABAYA;17954063944;7702790458;Balai Kesehatan;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;415655;BALAI BESAR LABORATORIUM KESEHATAN MAKASSAR;20934588961;5590433235;Balai Kesehatan;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;415661;RUMAH SAKIT UMUM SANGLAH DENPASAR;8.81885E+11;3.79041E+11;RS Kemenkes;Bali;2.22;2.20E+14;-2.47;3;14269;3.5;4.53;5.37
2021;415670;RUMAH SAKIT KETERGANTUNGAN OBAT JAKARTA;43090505001;9649827130;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;415706;RUMAH SAKIT PENYAKIT INFEKSI PROF.DR.SULIANTI SAROSO JAKARTA;1.85543E+11;79548837834;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;418378;RSPAD GATOT SUBROTO;1.25679E+12;4.42172E+11;RS TNI;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;418382;RUMKIT TK.IV DR. BRATANATA UNANG KESDAM II/SWJ;99005227656;29885732482;RS TNI;Jambi;0.33;5.72E+13;3.7;3;14269;3.5;8.09;4.76
2021;418383;RUMKIT TK.II DUSTIRA KESDAM III/SLW;3.37974E+11;87131452103;RS TNI;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;418384;RUMKIT TK.III CIREMAI KESDAM III/SLW;1.52067E+11;52643374958;RS TNI;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;418385;Rumkit Tk.IV Guntur Kesdam III/Slw;1.23128E+11;35596958632;RS TNI;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;418386;RUMKIT TK.IV SALAK KEDAM III/SLW;70138847808;37097955449;RS TNI;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;418387;RUMKIT TK.II SOEDJONO KESDAM IV/DIP;1.95039E+11;72969125458;RS TNI;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;418388;RUMKIT TK.III WIJAYA KUSUMA KESDAM IV/DIP;1.04511E+11;37270236951;RS TNI;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;418389;RUMKIT TK.II SOEPRAOEN KESDAM V/BRW;1.29219E+11;49731799718;RS TNI;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;418390;Rumkit Tk.II dr. Hardjanto Kesdam VI/Mlw;1.15692E+11;26816437367;RS TNI;Kalimantan Timur;0.2;1.71E+14;5.62;3;14269;3.5;6.54;6.81
2021;418391;RUMKIT TK.II PELAMONIA DAM XIV/HASANUDDIN;1.14942E+11;25714704139;RS TNI;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;418392;RUMKIT TK.III R.W. MONGINSIDI DAM XIII/MERDEKA;1.10085E+11;21767860150;RS TNI;Sulawesi Utara;0.17;2.25E+13;8.49;3;14269;3.5;7.77;7.28
2021;418393;RUMKIT TK.II UDAYANA KESDAM IX/UDY;85875265464;26804314264;RS TNI;Bali;2.22;2.20E+14;-2.47;3;14269;3.5;4.53;5.37
2021;418394;RUMKIT TK.II KARTIKA HUSADA KESDAM XII/TPR;47890272380;16488500997;RS TNI;Kalimantan Barat;-0.16;5.75E+13;10.81;3;14269;3.5;7.15;5.82
2021;418397;RUMKIT TK.II M. RIDWAN MEURAKSA KESDAM JAYA;2.07013E+11;54028994960;RS TNI;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;418398;Rumkit Tk.II Banda Aceh Kesdam IM;53936865494;16981884619;RS TNI;Aceh;2.24;1.77E+14;-0.46;3;14269;3.5;15.33;6.3
2021;423501;UIN SYARIF HIDAYATULLAH JAKARTA;3.45894E+11;1.55971E+11;PTKIN;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;423523;UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG JATI BANDUNG;1.62363E+11;72075725852;PTKIN;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;423548;UIN SULTAN MAULANA HASANUDDIN BANTEN;53409067062;20788391409;PTKIN;Banten;0.64;1.64E+14;4.49;3;14269;3.5;6.66;9.01
2021;423611;UNIVERSITAS ISLAM NEGERI WALISONGO SEMARANG;1.20877E+11;56919239255;PTKIN;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;423755;UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA;1.45939E+11;62061760346;PTKIN;Di Yogyakarta;0.2;1.49E+14;5.53;3;14269;3.5;12.8;4.28
2021;423770;UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA;1.47738E+11;67934841373;PTKIN;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;423792;INSTITUT AGAMA ISLAM NEGERI TULUNGAGUNG;80513841930;40054692366;PTKIN;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;423812;UNIVERSITAS ISLAM NEGERI (UIN) MAULANA MALIK IBRAHIM MALANG;1.7715E+11;79417693027;PTKIN;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;423925;Universitas Islam Negeri Ar Raniry Darussalam Banda Aceh;89703253555;44237405146;PTKIN;Aceh;2.24;1.77E+14;-0.46;3;14269;3.5;15.33;6.3
2021;424188;UIN SULTAN THAHA SAIFUDDIN JAMBI;73403985839;35937152198;PTKIN;Jambi;0.33;5.72E+13;3.7;3;14269;3.5;8.09;4.76
2021;439039;BADAN PENGELOLA DANA LINGKUNGAN HIDUP (BPDLH);1.13629E+11;44550975456;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;440781;PUSAT INVESTASI PEMERINTAH;3.09765E+11;1.44026E+11;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;446135;LEMBAGA PENGELOLA DANA BERGULIR KOPERASI DAN USAHA MIKRO KECIL DAN MENENGAH (LPDB-KUMKM);2.54242E+11;1.24045E+11;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;446141;LEMBAGA LAYANAN PEMASARAN KOPERASI DAN USAHA KECIL DAN MENENGAH (LLP-KUKM);15409095760;7091239718;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;449731;POLITEKNIK PELAYARAN MALAHAYATI;32284683218;6360012164;Vokasi;Aceh;2.24;1.77E+14;-0.46;3;14269;3.5;15.33;6.3
2021;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;2.66425E+11;97599144515;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;477120;POLITEKNIK ENERGI DAN MINERAL AKAMIGAS;70837607684;24371192531;Vokasi;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;477198;Politeknik Keuangan Negara STAN;7599458829;1967798473;Vokasi;Banten;0.64;1.64E+14;4.49;3;14269;3.5;6.66;9.01
2021;499672;PUSAT PENGELOLAAN KOMPLEK GELANGGANG OLAH RAGA BUNG KARNO (BLU);1.53279E+11;59357387732;KAWASAN;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;499681;PUSAT PENGELOLAAN KOMPLEK KEMAYORAN (BLU);1.55265E+11;52021567976;KAWASAN;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;499962;UPT LEMBAGA PENGELOLA DANA DAN USAHA KEOLAHRAGAAN;19121338172;4296566027;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;520611;RUMAH SAKIT ANAK DAN BUNDA HARAPAN KITA;2.74483E+11;1.13115E+11;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;520628;RUMAH SAKIT JANTUNG HARAPAN KITA JAKARTA;7.52644E+11;2.51477E+11;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;526181;POLITEKNIK PENERBANGAN SURABAYA;24486442774;10342961387;Vokasi;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;526217;POLITEKNIK PENERBANGAN MAKASSAR;23097343301;10578626270;Vokasi;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;526222;POLITEKNIK PERKERETAAPIAN INDONESIA MADIUN;24338996604;4666025875;Vokasi;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;531954;POLITEKNIK PELAYARAN SURABAYA;1.12129E+11;38632597170;Vokasi;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;538815;RUMAH SAKIT UMUM PUSAT PROF.DR.R.D. KANDOU MANADO;5.33942E+11;1.35347E+11;RS Kemenkes;Sulawesi Utara;0.17;2.25E+13;8.49;3;14269;3.5;7.77;7.28
2021;538857;RUMAH SAKIT MATA MAKASSAR;3862932141;1626383127;Balai Kesehatan;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;548886;RUMAH SAKIT UMUM DR WAHIDIN SUDIRO-HUSODO MAKASSAR;5.18389E+11;1.66181E+11;RS Kemenkes;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;548890;RUMAH SAKIT KANKER DHARMAIS JAKARTA;6.86921E+11;2.88821E+11;RS Kemenkes;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;548929;PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA GEOLOGI MINERAL DAN BATUBARA;31273183278;9861350199;Vokasi;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;559662;BADAN LAYANAN UMUM BALAI KESEHATAN PENERBANGAN;33654240704;12922398532;Balai Kesehatan;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;559683;BADAN LAYANAN UMUM BALAI BESAR KALIBRASI FASILITAS PENERBANGAN;1.06691E+11;28632534191;Balai Besar;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;579191;PUSAT PENELITIAN DAN PENGEMBANGAN GEOLOGI KELAUTAN;15711748713;6717257814;Balai Besar;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;579331;POLITEKNIK AKA BOGOR;16369846293;8538332921;Vokasi;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;604445;LEMBAGA MANAJEMEN ASET NEGARA;1.964E+12;8.81012E+11;BARANG JASA LAINNYA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;631021;BADAN LAYANAN UMUM (BLU) PUSAT PENGELOLAAN DANA PEMBIAYAAN PERUMAHAN;3.51112E+11;1.58431E+11;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;632153;POLITEKNIK KESEHATAN BENGKULU;27377273900;14117965044;Vokasi;Bengkulu;2.42;7.96E+13;6.41;3;14269;3.5;14.43;3.65
2021;632181;POLITEKNIK KESEHATAN DENPASAR;25321357916;15143576686;Vokasi;Bali;2.22;2.20E+14;-2.47;3;14269;3.5;4.53;5.37
2021;632200;POLITEKNIK KESEHATAN JAKARTA II;29627924516;14692386304;Vokasi;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;632217;POLITEKNIK KESEHATAN JAKARTA III;32629525696;15031657339;Vokasi;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;632221;POLITEKNIK KESEHATAN BANDUNG;47459418057;24575507333;Vokasi;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;632238;POLITEKNIK KESEHATAN TASIKMALAYA;20132222811;12844364801;Vokasi;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;632242;POLITEKNIK KESEHATAN SEMARANG;1.25903E+11;40644676902;Vokasi;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;632259;POLITEKNIK KESEHATAN SURAKARTA;78355993913;50219207151;Vokasi;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;632263;POLITEKNIK KESEHATAN JOGYAKARTA;44587421299;9339342231;Vokasi;Di Yogyakarta;0.2;1.49E+14;5.53;3;14269;3.5;12.8;4.28
2021;632291;POLITEKNIK KESEHATAN PONTIANAK;27027901288;11061622033;Vokasi;Kalimantan Barat;-0.16;5.75E+13;10.81;3;14269;3.5;7.15;5.82
2021;632306;POLITEKNIK KESEHATAN KALIMANTAN TIMUR;14867900763;5722494321;Vokasi;Kalimantan Timur;0.2;1.71E+14;5.62;3;14269;3.5;6.54;6.81
2021;632327;POLITEKNIK KESEHATAN MANADO;23094666333;9560116732;Vokasi;Sulawesi Utara;0.17;2.25E+13;8.49;3;14269;3.5;7.77;7.28
2021;632348;POLITEKNIK KESEHATAN MAKASSAR;32326868390;17710557630;Vokasi;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;634099;PUSAT PENELITIAN DAN PENGEMBANGAN TEKNOLOGI KETENAGALISTRIKAN ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI;51265078397;21989879431;Balai Besar;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;634111;PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGALISTRIKAN ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI;16445941583;5838709769;Vokasi;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;637567;POLITEKNIK KESEHATAN MALANG;62671378942;39997996231;Vokasi;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;637588;POLITEKNIK KESEHATAN SURABAYA;53444866314;27355968105;Vokasi;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;638041;BADAN AKSESIBILITAS TELEKOMUNIKASI DAN INFORMASI (BAKTI);3.73052E+12;2.3584E+12;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;641952;RUMKIT BHAYANGKARA LEMDIKLAT POLRI;42637777230;12005711465;RS Polri;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;642158;RUMKIT BHAYANGKARA BRIMOB KELAPA DUA;1.69252E+11;42194870502;RS Polri;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;642818;RUMKIT BHAYANGKARA BANDUNG;1.92557E+11;58508172752;RS Polri;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;644044;RUMKIT BHAYANGKARA KEDIRI;2.11965E+11;51541004316;RS Polri;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;644113;RUMKIT BHAYANGKARA WAHYU TUTUKO BOJONEGORO;38263990282;18815737519;RS Polri;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;644223;RUMKIT BHAYANGKARA BONDOWOSO;67504026037;19950755129;RS Polri;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;646307;RUMKIT BHAYANGKARA MAKASAR;2.03645E+11;42083967014;RS Polri;Sulawesi Selatan;0.36;1.36E+14;7.7;3;14269;3.5;8.78;5.72
2021;648261;RUMKIT BHAYANGKARA PUSAT PUSDOKKES POLRI;6.84311E+11;2.46061E+11;RS Polri;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;649910;POLITEKNIK TRANSPORTASI DARAT BALI;14325162941;2122172923;Vokasi;Bali;2.22;2.20E+14;-2.47;3;14269;3.5;4.53;5.37
2021;649911;BALAI PENDIDIKAN DAN PELATIHAN PENERBANGAN (BP3) CURUG;5115582007;2662646146;Vokasi;Banten;0.64;1.64E+14;4.49;3;14269;3.5;6.66;9.01
2021;650447;RUMKIT BHAYANGKARA PUSDIKSABHARA LEMDIKLAT POLRI;1.02219E+11;35205019019;RS Polri;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;650456;RUMKIT BHAYANGKARA SETUKPA LEMDIKLAT POLRI;56402563549;16267722036;RS Polri;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;650772;RUMKIT BHAYANGKARA JAMBI;1.13092E+11;23956116997;RS Polri;Jambi;0.33;5.72E+13;3.7;3;14269;3.5;8.09;4.76
2021;651032;RUMKIT BHAYANGKARA SEMARANG;1.05284E+11;20315341892;RS Polri;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
2021;651135;RUMKIT BHAYANGKARA SURABAYA;1.82144E+11;61373617155;RS Polri;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;651203;RUMKIT BHAYANGKARA DENPASAR;72731929439;37052983682;RS Polri;Bali;2.22;2.20E+14;-2.47;3;14269;3.5;4.53;5.37
2021;651529;RUMKIT BHAYANGKARA BALIKPAPAN;1.11484E+11;43731327992;RS Polri;Kalimantan Timur;0.2;1.71E+14;5.62;3;14269;3.5;6.54;6.81
2021;651732;RUMKIT BHAYANGKARA MANADO;62754916975;32979781007;RS Polri;Sulawesi Utara;0.17;2.25E+13;8.49;3;14269;3.5;7.77;7.28
2021;654603;POLITEKNIK PELAYARAN BANTEN;37096516809;11242592358;Vokasi;Banten;0.64;1.64E+14;4.49;3;14269;3.5;6.66;9.01
2021;660056;LEMBAGA PENGELOLA MODAL USAHA KELAUTAN DAN PERIKANAN;56477772353;26770433717;PENGELOLA DANA;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;667875;PUSAT PELAYANAN TEKNOLOGI;80984227760;26000925311;Balai Besar;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;668309;PUSAT PERAGAAN IPTEK;762251520;220697500;Balai Besar;Dki Jakarta;1.53;7.21E+14;3.55;3;14269;3.5;4.72;8.5
2021;677506;UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAWA TIMUR;1.99142E+11;60682600878;PTN;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;677507;UNIVERSITAS NEGERI SEMARANG;4.0578E+11;1.55451E+11;PTN;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
